frame,t_s,track_id,x1,y1,x2,y2,foot_x,foot_y,team
157337,2622.2833451214537,2,1178.4065,364.44333,1219.4126,445.9465,1198.9095,445.9465,LHC
157343,2622.3833451219034,2,1177.6406,358.08765,1224.448,446.7744,1201.0443,446.7744,LHC
157349,2622.483345122353,2,1169.0161,358.02448,1228.009,448.53662,1198.5126,448.53662,LHC
157355,2622.5833451228023,2,1175.9586,361.00214,1228.0496,446.88428,1202.0042,446.88428,LHC
157361,2622.683345123252,2,1182.354,356.53137,1228.7222,445.51477,1205.5381,445.51477,LHC
157367,2622.7833451237016,2,1190.3708,353.7302,1229.1416,444.11765,1209.7562,444.11765,LHC
157373,2622.883345124151,2,1189.7377,358.78436,1227.7698,443.19205,1208.7537,443.19205,LHC
157379,2622.9833451246004,2,1186.7736,360.51846,1224.5728,442.19284,1205.6731,442.19284,LHC
157385,2623.08334512505,2,1186.9706,358.20435,1227.8514,444.96417,1207.411,444.96417,LHC
157391,2623.1833451255,2,1183.8076,356.84357,1223.8195,444.38788,1203.8135,444.38788,LHC
157397,2623.2833451259494,2,1179.7281,354.79916,1221.3363,440.24258,1200.5322,440.24258,LHC
157577,2626.283345139436,2,1162.6285,357.0164,1208.2759,438.74185,1185.4521,438.74185,LHC
157583,2626.383345139885,2,1159.9983,390.2688,1205.677,475.09644,1182.8376,475.09644,LHC
157637,2627.2833451439305,2,1163.1952,385.31863,1210.2871,456.14236,1186.7412,456.14236,LHC
157643,2627.38334514438,2,1193.8727,389.3129,1249.7506,466.88882,1221.8116,466.88882,LHC
157697,2628.283345148426,2,1199.1326,384.18616,1260.4851,475.846,1229.8088,475.846,LHC
157703,2628.3833451488754,2,1192.6058,388.4416,1261.0441,481.60446,1226.825,481.60446,LHC
157823,2630.383345157866,2,1281.3904,424.90686,1330.1459,540.66064,1305.7681,540.66064,LHC
157901,2631.6833451637103,2,1352.4398,457.62463,1418.0822,573.7636,1385.261,573.7636,LHC
157907,2631.78334516416,2,1327.2644,450.94016,1386.5762,571.4456,1356.9203,571.4456,LHC
157913,2631.883345164609,2,1310.6401,447.9408,1364.7421,567.7055,1337.6912,567.7055,LHC
157919,2631.983345165059,2,1290.299,446.20447,1344.9451,560.1254,1317.6221,560.1254,LHC
157925,2632.0833451655085,2,1275.2833,446.81378,1326.0273,559.5703,1300.6553,559.5703,LHC
157931,2632.183345165958,2,1252.6102,446.08154,1306.3049,554.0605,1279.4575,554.0605,LHC
157937,2632.283345166408,2,1229.4473,445.94778,1295.5535,545.8203,1262.5004,545.8203,LHC
157943,2632.383345166857,2,1223.45,442.50677,1287.2732,535.8858,1255.3616,535.8858,LHC
157949,2632.4833451673067,2,1199.2164,440.13025,1279.6515,536.35254,1239.434,536.35254,LHC
157961,2632.683345168205,2,1183.2574,434.8569,1255.9432,534.9619,1219.6003,534.9619,LHC
157967,2632.783345168655,2,1176.1609,433.91977,1250.7485,522.2982,1213.4547,522.2982,LHC
158093,2634.883345178096,2,1024.3069,416.53143,1074.0251,508.44708,1049.166,508.44708,LHC
158099,2634.983345178545,2,1017.99036,409.34045,1054.3302,496.9181,1036.1603,496.9181,LHC
158105,2635.0833451789945,2,1005.5019,404.6533,1045.8699,491.67618,1025.6859,491.67618,LHC
158111,2635.183345179444,2,992.62775,398.01984,1031.9836,484.19824,1012.30566,484.19824,LHC
158117,2635.283345179894,2,979.5653,394.6726,1016.98364,480.31616,998.2745,480.31616,LHC
158123,2635.383345180343,2,962.259,396.4725,1003.3753,476.4667,982.81714,476.4667,LHC
158129,2635.4833451807926,2,954.2338,393.72528,997.68365,474.2515,975.95874,474.2515,LHC
